State,Crop,Season,Year,Area,Production,Yield,Average yield
Puducherry,Sesamum,Summer,2016,72,70,1.21,1.02
Puducherry,Sesamum,Summer,2017,88,96,1.41,1.02
Puducherry,Sesamum,Summer,2018,120,103,1.04,1.02
Puducherry,Sesamum,Summer,2019,203,152,1.14,1.02
Puducherry,Small millets,Kharif,1998,4,3,0.75,0.7
Puducherry,Small millets,Kharif,2004,6,7,1.17,0.7
Puducherry,Small millets,Kharif,2005,1,1,1,0.7
Puducherry,Small millets,Kharif,2007,2,1,0.5,0.7
Puducherry,Small millets,Kharif,2008,1,1,1,0.7
Puducherry,Small millets,Kharif,2009,1,1,1,0.7
Puducherry,Small millets,Kharif,2013,3,3,1,0.7
Puducherry,Small millets,Kharif,2015,8,13,1.62,0.7
Puducherry,Small millets,Kharif,2017,5,8,1.6,0.7
Puducherry,Small millets,Kharif,2018,9,11,1.22,0.7
Puducherry,Small millets,Kharif,2019,14,17,1.21,0.7
Puducherry,Sugarcane,Kharif,1998,2710,232369,165.19,111.94
Puducherry,Sugarcane,Kharif,2006,2500,383706,224.6,111.94
Puducherry,Sugarcane,Kharif,2007,2323,228416,173.5,111.94
Puducherry,Sugarcane,Kharif,2008,1945,162323,158.5,111.94
Puducherry,Sugarcane,Kharif,2009,1785,247254,194.56,111.94
Puducherry,Sugarcane,Kharif,2010,1765,277683,230.38,111.94
Puducherry,Sugarcane,Kharif,2011,1949,287785,147.66,55.97
Puducherry,Sugarcane,Kharif,2012,2027,304516,150.23,55.97
Puducherry,Sugarcane,Kharif,2013,2024,304066,150.23,55.97
Puducherry,Sugarcane,Kharif,2014,1921,316965,165,55.97
Puducherry,Sugarcane,Kharif,2015,1821,213968,117.5,55.97
Puducherry,Sugarcane,Kharif,2016,1677,209625,125,55.97
Puducherry,Sugarcane,Kharif,2017,1445,180625,125,55.97
Puducherry,Sugarcane,Kharif,2018,1444,187720,130,55.97
Puducherry,Sugarcane,Kharif,2019,1308,183120,140,55.97
Puducherry,Sugarcane,Whole Year,1999,2798,237610,166,111.94
Puducherry,Sugarcane,Whole Year,2000,2464,200413,162.34,111.94
Puducherry,Sugarcane,Whole Year,2001,2117,197412,183.28,111.94
Puducherry,Sugarcane,Whole Year,2002,2330,209496,171.5,111.94
Puducherry,Sugarcane,Whole Year,2003,1733,146675,109.97,111.94
Puducherry,Sugarcane,Whole Year,2004,1517,115690,127.32,111.94
Puducherry,Sugarcane,Whole Year,2005,2099,299000,218.26,111.94
Puducherry,Sunflower,Kharif,2007,5,3,1.5,1.94
Puducherry,Sunflower,Kharif,2008,3,2,0.67,0.97
Puducherry,Sunflower,Kharif,2009,1,1,1,0.97
Puducherry,Sunflower,Kharif,2010,1,1,1,0.97
Puducherry,Sweet potato,Kharif,2010,1,8,8,9.42
Puducherry,Sweet potato,Kharif,2012,2,24,12,9.42
Puducherry,Sweet potato,Kharif,2013,1,9,9,9.42
Puducherry,Sweet potato,Kharif,2014,4,60,15,9.42
Puducherry,Sweet potato,Kharif,2015,5,73,14.6,9.42
Puducherry,Sweet potato,Kharif,2016,6,60,10,9.42
Puducherry,Sweet potato,Kharif,2017,7,35,5,9.42
Puducherry,Sweet potato,Kharif,2018,3,24,8,9.42
Puducherry,Sweet potato,Kharif,2019,5,45,9,9.42
Puducherry,Sweet potato,Rabi,2007,1,1,1,9.42
Puducherry,Sweet potato,Rabi,2008,1,1,1,9.42
Puducherry,Sweet potato,Rabi,2012,2,18,9,9.42
Puducherry,Sweet potato,Rabi,2013,1,10,10,9.42
Puducherry,Sweet potato,Rabi,2014,2,23,11.5,9.42
Puducherry,Sweet potato,Rabi,2015,3,34,11.33,9.42
Puducherry,Sweet potato,Rabi,2017,1,8,8,9.42
Puducherry,Sweet potato,Rabi,2019,1,9,9,9.42
Puducherry,Tapioca,Kharif,1998,649,19110,40,37.88
Puducherry,Tapioca,Kharif,2006,357,14141,53.86,37.88
Puducherry,Tapioca,Kharif,2007,333,13371,53.8,37.88
Puducherry,Tapioca,Kharif,2008,300,8880,40,37.88
Puducherry,Tapioca,Kharif,2009,242,6769,37.94,37.88
Puducherry,Tapioca,Kharif,2010,256,4783,31.6,37.88
Puducherry,Tapioca,Kharif,2011,245,6064,37.45,37.88
Puducherry,Tapioca,Kharif,2012,181,4319,23.86,18.94
Puducherry,Tapioca,Kharif,2013,166,4980,30,18.94
Puducherry,Tapioca,Kharif,2014,188,4782,25.44,18.94
Puducherry,Tapioca,Kharif,2016,157,3215,55,37.88
Puducherry,Tapioca,Kharif,2017,183,3770,62,37.88
Puducherry,Tapioca,Kharif,2018,182,4537,64.5,37.88
Puducherry,Tapioca,Kharif,2019,170,4218,59.5,37.88
Puducherry,Tapioca,Rabi,2007,6,245,40.83,18.94
Puducherry,Tapioca,Rabi,2008,1,29,29,18.94
Puducherry,Tapioca,Rabi,2009,3,44,35,37.88
Puducherry,Tapioca,Rabi,2010,3,57,19,18.94
Puducherry,Tapioca,Rabi,2011,1,24,24,18.94
Puducherry,Tapioca,Rabi,2012,7,120,17.14,18.94
Puducherry,Tapioca,Rabi,2013,17,424,24.94,18.94
Puducherry,Tapioca,Rabi,2014,17,432,25.41,18.94
Puducherry,Tapioca,Rabi,2015,209,4388,60.34,37.88
Puducherry,Tapioca,Rabi,2016,11,173,15.73,18.94
Puducherry,Tapioca,Rabi,2017,4,80,20,18.94
Puducherry,Tapioca,Rabi,2018,6,147,24.5,18.94
Puducherry,Tapioca,Rabi,2019,8,196,24.5,18.94
Puducherry,Tapioca,Whole Year,1999,365,10571,54.87,56.82
Puducherry,Tapioca,Whole Year,2000,342,9685,37.38,37.88
Puducherry,Tapioca,Whole Year,2001,464,15540,43,37.88
Puducherry,Tapioca,Whole Year,2002,437,13497,39.87,37.88
Puducherry,Tapioca,Whole Year,2003,567,16716,40.01,37.88
Puducherry,Tobacco,Rabi,2015,209,4388,60.34,4
Puducherry,Turmeric,Kharif,2010,4,6,1.5,3.93
Puducherry,Turmeric,Kharif,2011,2,3,1.5,3.93
Puducherry,Turmeric,Kharif,2015,2,4,2,3.93
Puducherry,Turmeric,Kharif,2016,6,18,3,3.93
Puducherry,Turmeric,Kharif,2017,8,24,3,3.93
Puducherry,Turmeric,Kharif,2018,6,15,2.5,3.93
Puducherry,Turmeric,Kharif,2019,11,165,15,3.93
Puducherry,Turmeric,Rabi,2007,4,6,1.5,3.93
Puducherry,Turmeric,Rabi,2008,3,5,1.67,3.93
Puducherry,Turmeric,Rabi,2009,3,5,1.67,3.93
Puducherry,Turmeric,Rabi,2011,4,6,1.5,3.93
Puducherry,Turmeric,Rabi,2012,5,9,1.8,3.93
Puducherry,Turmeric,Rabi,2013,2,5,2.5,3.93
Puducherry,Turmeric,Rabi,2014,1,2,2,3.93
Puducherry,Urad,Kharif,2000,3392,2123,2.12,1.65
Puducherry,Urad,Kharif,2007,57,39,0.68,0.55
Puducherry,Urad,Kharif,2008,21,16,0.76,0.55
Puducherry,Urad,Kharif,2009,31,10,0.32,0.55
Puducherry,Urad,Kharif,2010,22,17,0.77,0.55
Puducherry,Urad,Kharif,2011,15,12,0.8,0.55
Puducherry,Urad,Kharif,2012,4,4,1,0.55
Puducherry,Urad,Kharif,2013,3,2,0.67,0.55
Puducherry,Urad,Kharif,2014,9,7,0.78,0.55
Puducherry,Urad,Kharif,2015,72,38,1.25,1.1
Puducherry,Urad,Kharif,2016,15,21,1.4,0.55
Puducherry,Urad,Kharif,2017,10,9,0.9,0.55
Puducherry,Urad,Kharif,2018,6,5,0.83,0.55
Puducherry,Urad,Kharif,2019,2,2,1,0.55
Puducherry,Urad,Rabi,1999,3159,2467,2.29,1.65
Puducherry,Urad,Rabi,2000,3392,2123,2.12,1.65
Puducherry,Urad,Rabi,2001,811,267,1.27,1.65
Puducherry,Urad,Rabi,2002,812,330,1.34,1.65
Puducherry,Urad,Rabi,2003,1174,437,2.13,1.65
Puducherry,Urad,Rabi,2004,1704,515,1.63,1.65
Puducherry,Urad,Rabi,2005,1638,626,1.9,1.65
Puducherry,Urad,Rabi,2007,196,127,1.22,1.1
Puducherry,Urad,Rabi,2008,124,79,1.05,1.1
Puducherry,Urad,Rabi,2009,93,58,1.04,1.1
Puducherry,Urad,Rabi,2010,189,206,1.09,0.55
Puducherry,Urad,Rabi,2011,224,242,1.66,1.1
Puducherry,Urad,Rabi,2012,227,310,1.99,1.1
Puducherry,Urad,Rabi,2013,132,138,1.64,1.1
Puducherry,Urad,Rabi,2014,171,174,2.02,1.1
Puducherry,Urad,Rabi,2015,206,245,2,1.1
Puducherry,Urad,Rabi,2016,335,318,1.48,1.1
Puducherry,Urad,Rabi,2017,259,258,1.5,1.1
Puducherry,Urad,Rabi,2018,155,155,2,1.1
Puducherry,Urad,Rabi,2019,146,146,1,0.55
Puducherry,Urad,Summer,2007,2006,135,1.18,1.65
Puducherry,Urad,Summer,2008,1214,266,1.59,1.65
Puducherry,Urad,Summer,2009,874,101,1.88,1.65
Puducherry,Urad,Summer,2010,916,374,1.88,1.65
Puducherry,Urad,Summer,2011,832,317,1.69,1.65
Puducherry,Urad,Summer,2012,410,151,1.44,1.1
Puducherry,Urad,Summer,2013,476,128,1.23,1.1
Puducherry,Urad,Summer,2014,592,211,1.32,1.1
Puducherry,Urad,Summer,2015,574,227,1.32,1.65
Puducherry,Urad,Summer,2016,402,106,1.29,1.65
Puducherry,Urad,Summer,2017,272,106,1.1,1.1
Puducherry,Urad,Summer,2018,338,152,2.26,1.65
Puducherry,Urad,Summer,2019,321,139,2.17,1.65
Punjab,Arhar/Tur,Kharif,1997,11000,8200,9.96,11.44
Punjab,Arhar/Tur,Kharif,1998,8700,5400,6.85,8.8
Punjab,Arhar/Tur,Kharif,1999,8600,7200,10.25,10.56
Punjab,Arhar/Tur,Kharif,2000,8700,7600,11.88,11.44
Punjab,Arhar/Tur,Kharif,2001,9200,7900,10.96,10.56
Punjab,Arhar/Tur,Kharif,2002,7800,6700,9.26,8.8
Punjab,Arhar/Tur,Kharif,2003,9700,9000,14.21,13.2
Punjab,Arhar/Tur,Kharif,2004,8900,7700,13.93,13.2
Punjab,Arhar/Tur,Kharif,2005,7800,6900,12.3,11.44
Punjab,Arhar/Tur,Kharif,2006,7200,6700,13.63,12.32
Punjab,Arhar/Tur,Kharif,2007,6000,5400,11.38,10.56
Punjab,Arhar/Tur,Kharif,2008,5900,5700,13.51,12.32
Punjab,Arhar/Tur,Kharif,2009,4600,4400,13.84,12.32
Punjab,Arhar/Tur,Kharif,2010,4200,3900,9.49,8.8
Punjab,Arhar/Tur,Kharif,2011,3100,2700,9.23,8.8
Punjab,Arhar/Tur,Kharif,2012,2400,2900,17.42,9.68
Punjab,Arhar/Tur,Kharif,2013,2900,2600,7.39,7.04
Punjab,Arhar/Tur,Kharif,2014,2600,2390,7.9,7.92
Punjab,Arhar/Tur,Kharif,2015,2600,2630,8.04,7.04
Punjab,Arhar/Tur,Kharif,2016,5700,4900,12.64,12.32
Punjab,Arhar/Tur,Kharif,2017,2600,2700,11.5,9.68
Punjab,Arhar/Tur,Kharif,2018,2300,2400,8.33,7.04
Punjab,Arhar/Tur,Kharif,2019,2000,2200,7.83,6.16
Punjab,Bajra,Kharif,1997,8000,8000,5,6.45
Punjab,Bajra,Kharif,1998,4000,4000,3,3.87
Punjab,Bajra,Kharif,1999,5000,4000,2.5,3.87
Punjab,Bajra,Kharif,2000,6000,5000,3.5,5.16
Punjab,Bajra,Kharif,2002,7000,6000,4.5,6.45
Punjab,Bajra,Kharif,2003,8000,8000,4,5.16
Punjab,Bajra,Kharif,2004,7000,7000,5,6.45
Punjab,Bajra,Kharif,2005,5000,5000,4,5.16
Punjab,Bajra,Kharif,2006,6000,6000,5,6.45
Punjab,Bajra,Kharif,2007,4000,4000,4,5.16
Punjab,Bajra,Kharif,2008,5000,5000,4,5.16
Punjab,Bajra,Kharif,2009,3000,4000,4,3.87
Punjab,Bajra,Kharif,2010,3000,3000,3,3.87
Punjab,Bajra,Kharif,2011,3000,3000,3,3.87
Punjab,Bajra,Kharif,2012,3000,3000,3,3.87
Punjab,Bajra,Kharif,2013,800,800,5,6.45
Punjab,Bajra,Kharif,2016,1200,700,1.1,2.58
Punjab,Bajra,Kharif,2017,1000,600,2.6,5.16
Punjab,Bajra,Kharif,2018,1100,700,4,6.45
Punjab,Bajra,Kharif,2019,500,300,1.17,2.58
Punjab,Barley,Rabi,1997,37000,111000,32.95,21.34
Punjab,Barley,Rabi,1998,31000,100000,34.35,21.34
Punjab,Barley,Rabi,1999,30000,106000,34.83,19.4
Punjab,Barley,Rabi,2000,32000,109000,33.14,19.4
Punjab,Barley,Rabi,2001,23000,78000,29.34,17.46
Punjab,Barley,Rabi,2002,26000,85000,31.99,19.4
Punjab,Barley,Rabi,2003,23000,77000,29.21,17.46
Punjab,Barley,Rabi,2004,22000,74000,29.88,17.46
Punjab,Barley,Rabi,2005,19000,63000,25.85,15.52
Punjab,Barley,Rabi,2006,19000,64000,26.4,15.52
Punjab,Barley,Rabi,2007,16000,57000,28,15.52
Punjab,Barley,Rabi,2008,16000,55000,30.6,17.46
Punjab,Barley,Rabi,2009,14000,47000,27.25,15.52
Punjab,Barley,Rabi,2010,12000,44000,29.17,15.52
Punjab,Barley,Rabi,2011,12000,47000,31,15.52
Punjab,Barley,Rabi,2012,13000,47000,28,15.52
Punjab,Barley,Rabi,2013,12000,46000,30.5,15.52
Punjab,Barley,Rabi,2014,11000,39400,31.85,17.46
Punjab,Barley,Rabi,2015,9000,33300,25.35,13.58
Punjab,Barley,Rabi,2016,8300,31500,45.03,23.28
Punjab,Barley,Rabi,2017,7700,29900,48.4,25.22
Punjab,Barley,Rabi,2018,6800,25500,49.01,25.22
Punjab,Barley,Rabi,2019,6200,23400,43.76,23.28
Punjab,Cotton(lint),Kharif,1998,562000,119000,1.99,21.6
Punjab,Cotton(lint),Kharif,1999,475000,190000,3.59,21.6
Punjab,Cotton(lint),Kharif,2000,474000,239800,4.27,21.6
Punjab,Cotton(lint),Kharif,2001,607000,261400,4.18,23.76
Punjab,Cotton(lint),Kharif,2002,449000,216600,3.67,21.6
Punjab,Cotton(lint),Kharif,2003,452000,295600,5.47,21.6
Punjab,Cotton(lint),Kharif,2004,509000,417400,6.54,19.44
Punjab,Cotton(lint),Kharif,2005,557000,479000,7.93,21.6
Punjab,Cotton(lint),Kharif,2006,604000,535600,8.47,21.6
Punjab,Cotton(lint),Kharif,2007,604000,471000,8.89,23.76
Punjab,Cotton(lint),Kharif,2008,527000,457000,9.61,23.76
Punjab,Cotton(lint),Kharif,2009,511000,401200,8.92,23.76
Punjab,Cotton(lint),Kharif,2010,483000,364400,8.02,23.76
Punjab,Cotton(lint),Kharif,2011,515000,324200,6.63,23.76
Punjab,Cotton(lint),Kharif,2012,481000,325400,7.29,23.76
Punjab,Cotton(lint),Kharif,2013,446000,299000,7.49,23.76
Punjab,Cotton(lint),Kharif,2014,420000,268400,5.99,19.44
Punjab,Cotton(lint),Kharif,2015,339000,78600,2.27,19.44
Punjab,Cotton(lint),Kharif,2016,285000,253400,6.77,17.28
Punjab,Cotton(lint),Kharif,2017,291000,256600,6.7,17.28
Punjab,Cotton(lint),Kharif,2018,267900,244560,7.7,19.44
Punjab,Cotton(lint),Kharif,2019,248000,241280,8.58,19.44
Punjab,Cotton(lint),Whole Year,1997,724000,187400,2.64,21.6
Punjab,Gram,Rabi,1997,13300,11000,10.98,11.57
Punjab,Gram,Rabi,1998,15200,10400,9.19,10.68
Punjab,Gram,Rabi,1999,6300,6100,12.01,10.68
Punjab,Gram,Rabi,2000,7700,7300,14.74,14.24
Punjab,Gram,Rabi,2001,7100,6200,14.72,14.24
Punjab,Gram,Rabi,2002,7000,6700,15.47,14.24
Punjab,Gram,Rabi,2003,6000,5400,12.05,11.57
Punjab,Gram,Rabi,2004,5100,4400,11.83,12.46
Punjab,Gram,Rabi,2005,3900,3400,8.67,9.79
Punjab,Gram,Rabi,2006,3800,3800,11.75,10.68
Punjab,Gram,Rabi,2007,2700,2800,12.08,10.68
Punjab,Gram,Rabi,2008,2900,3400,13.65,10.68
Punjab,Gram,Rabi,2009,3000,3400,10.4,8.01
Punjab,Gram,Rabi,2010,2100,2700,9.69,7.12
Punjab,Gram,Rabi,2011,1800,2200,9.3,7.12
Punjab,Gram,Rabi,2012,2400,3100,12.46,9.79
Punjab,Gram,Rabi,2013,1900,2370,8.57,6.23
Punjab,Gram,Rabi,2014,1800,1950,9.92,8.01
Punjab,Gram,Rabi,2015,1700,2180,10.06,7.12
Punjab,Gram,Rabi,2016,1600,2200,9.83,6.23
Punjab,Gram,Rabi,2017,1700,2000,9.09,6.23
Punjab,Gram,Rabi,2018,1900,2500,9.86,7.12
Punjab,Gram,Rabi,2019,1500,1800,4.68,3.56
Punjab,Groundnut,Kharif,1997,8000,8000,6,7.92
Punjab,Groundnut,Kharif,1998,6000,5000,3.67,5.28
Punjab,Groundnut,Kharif,1999,6000,6000,4,5.28
Punjab,Groundnut,Kharif,2000,4000,4000,2,2.64
Punjab,Groundnut,Kharif,2001,400,400,2,2.64
Punjab,Groundnut,Kharif,2002,5300,3800,7.06,11.88
Punjab,Groundnut,Kharif,2003,4400,4000,6.1,9.24
Punjab,Groundnut,Kharif,2004,4300,3600,7.38,11.88
Punjab,Groundnut,Kharif,2005,3400,3000,6.85,9.24
Punjab,Groundnut,Kharif,2006,4300,3800,5.86,7.92
Punjab,Groundnut,Kharif,2007,3100,2700,3.85,5.28
Punjab,Groundnut,Kharif,2008,2700,2500,2.63,3.96
Punjab,Groundnut,Kharif,2009,2500,3100,5.23,5.28
Punjab,Groundnut,Kharif,2010,2200,3900,3.85,3.96
Punjab,Groundnut,Kharif,2011,1700,2900,2.75,2.64
Punjab,Groundnut,Kharif,2012,1600,2900,1.81,1.32
Punjab,Groundnut,Kharif,2013,1300,2400,1.85,1.32
Punjab,Groundnut,Kharif,2014,1400,2600,1.86,1.32
Punjab,Groundnut,Kharif,2015,1000,1900,1.9,1.32
Punjab,Groundnut,Kharif,2016,1200,2300,3.9,2.64
Punjab,Groundnut,Kharif,2017,1200,2300,1.92,1.32
Punjab,Groundnut,Kharif,2018,1300,2600,2,1.32
Punjab,Groundnut,Kharif,2019,1400,2800,2,1.32
Punjab,Guar seed,Kharif,2007,21900,18200,3.86,4.4
Punjab,Guar seed,Kharif,2008,27900,22200,5.91,5.28
Punjab,Guar seed,Kharif,2009,21800,16800,5.47,5.28
Punjab,Guar seed,Kharif,2010,18200,16800,4.62,4.4
Punjab,Guar seed,Kharif,2011,10200,8500,2.5,2.64
Punjab,Guar seed,Kharif,2012,21100,20500,4.68,4.4
Punjab,Guar seed,Kharif,2013,37100,30400,8.23,7.92
Punjab,Guar seed,Kharif,2014,28200,21200,7.51,7.04
Punjab,Guar seed,Kharif,2015,48600,33440,6.58,7.04
Punjab,Guar seed,Kharif,2016,33300,28700,8.33,7.04
Punjab,Guar seed,Kharif,2017,24400,19500,7.38,6.16
Punjab,Guar seed,Kharif,2018,20400,16900,6.52,5.28
Punjab,Guar seed,Kharif,2019,16300,13800,3.59,3.52
Punjab,Guar seed,Whole Year,2002,30800,22700,3.54,4.4
Punjab,Guar seed,Whole Year,2003,38500,27100,4.72,6.16
Punjab,Guar seed,Whole Year,2004,27100,19400,6.4,7.04
Punjab,Guar seed,Whole Year,2005,23900,17800,4.72,5.28
Punjab,Guar seed,Whole Year,2006,20400,15800,4.1,4.4
Punjab,Jowar,Kharif,2006,100,100,1,1.08
Punjab,Jowar,Kharif,2007,100,100,1,1.08
Punjab,Jowar,Kharif,2008,100,100,1,1.08
Punjab,Jowar,Kharif,2009,100,100,1,1.08
Punjab,Linseed,Rabi,1998,300,300,3,1.65
Punjab,Linseed,Rabi,1999,300,300,3,1.65
Punjab,Linseed,Rabi,2000,600,600,5,2.75
Punjab,Linseed,Rabi,2001,300,300,3,1.65
Punjab,Linseed,Rabi,2006,100,100,1,0.55
Punjab,Linseed,Rabi,2008,100,100,1,0.55
Punjab,Maize,Kharif,1997,165000,345000,23.13,29.48
Punjab,Maize,Kharif,1998,154000,352000,24.2,26.8
Punjab,Maize,Kharif,1999,162000,417000,32.54,32.16
Punjab,Maize,Kharif,2000,165000,461000,37.76,34.84
Punjab,Maize,Kharif,2001,165000,449000,33.15,32.16
Punjab,Maize,Kharif,2002,152000,310000,31.25,40.2
Punjab,Maize,Kharif,2003,154000,459000,40.13,34.84
Punjab,Maize,Kharif,2004,154000,422000,31.72,29.48
Punjab,Maize,Kharif,2005,148000,403000,28.27,26.8
Punjab,Maize,Kharif,2006,154000,481000,41.63,34.84
Punjab,Maize,Kharif,2007,153000,521000,42.73,32.16
Punjab,Maize,Kharif,2008,151000,514000,44.45,34.84
Punjab,Maize,Kharif,2009,139000,475000,41.87,32.16
Punjab,Maize,Kharif,2010,133000,491000,40.82,29.48
Punjab,Maize,Kharif,2011,126000,502000,47.94,29.48
Punjab,Maize,Kharif,2012,131000,483000,42.15,32.16
Punjab,Maize,Kharif,2013,130000,507000,59.24,37.52
Punjab,Maize,Kharif,2014,126000,460000,54.85,37.52
Punjab,Maize,Kharif,2015,115000,424000,48.87,34.84
Punjab,Maize,Kharif,2016,116000,445000,46.81,34.84
Punjab,Maize,Kharif,2017,114000,423000,45,32.16
Punjab,Maize,Kharif,2018,109200,395900,56.74,42.88
Punjab,Maize,Kharif,2019,114600,410500,63.71,48.24
Punjab,Masoor,Rabi,1997,5200,3400,5.81,6
Punjab,Masoor,Rabi,1998,4800,3200,5.85,6
Punjab,Masoor,Rabi,1999,3900,2600,4.17,4.5
Punjab,Masoor,Rabi,2000,4700,3100,6.19,6
Punjab,Masoor,Rabi,2001,4300,3000,6.14,6
Punjab,Masoor,Rabi,2002,4000,2700,6.76,6.75
Punjab,Masoor,Rabi,2003,3600,2300,5.68,6
Punjab,Masoor,Rabi,2004,3300,1600,3.53,5.25
Punjab,Masoor,Rabi,2005,1900,900,2.75,3.75
Punjab,Masoor,Rabi,2006,1800,800,3.96,4.5
Punjab,Masoor,Rabi,2007,1100,600,4.16,4.5
Punjab,Masoor,Rabi,2008,1100,600,4.16,4.5
Punjab,Masoor,Rabi,2009,1100,700,3.67,3.75
Punjab,Masoor,Rabi,2010,1100,739,4.11,4.5
Punjab,Masoor,Rabi,2011,1000,720,2.86,3
Punjab,Masoor,Rabi,2012,900,700,6,5.25
Punjab,Masoor,Rabi,2013,900,630,3.32,3.75
Punjab,Masoor,Rabi,2014,800,470,2.3,3
Punjab,Masoor,Rabi,2015,600,420,1.95,2.25
Punjab,Masoor,Rabi,2016,600,400,2.17,2.25
Punjab,Masoor,Rabi,2017,800,500,3,3
Punjab,Masoor,Rabi,2018,600,500,2.75,2.25
Punjab,Masoor,Rabi,2019,800,400,1.5,2.25
Punjab,Moong(Green Gram),Kharif,1998,42300,25600,7.16,6
Punjab,Moong(Green Gram),Kharif,1999,38300,22800,7.64,6
Punjab,Moong(Green Gram),Kharif,2000,29500,18400,7.97,6
Punjab,Moong(Green Gram),Kharif,2001,23000,11000,7.31,6.5
Punjab,Moong(Green Gram),Kharif,2002,15700,10500,9.14,6.5
Punjab,Moong(Green Gram),Kharif,2003,18900,15800,10.6,6.5
Punjab,Moong(Green Gram),Kharif,2004,15000,12000,9.74,6
Punjab,Moong(Green Gram),Kharif,2005,12300,9900,10.07,6
Punjab,Moong(Green Gram),Kharif,2006,12300,10700,9.95,5.5
Punjab,Moong(Green Gram),Kharif,2007,11700,8400,9.33,6
Punjab,Moong(Green Gram),Kharif,2008,8900,7900,11.71,6.5
Punjab,Moong(Green Gram),Kharif,2009,7000,6400,10.36,5.5
Punjab,Moong(Green Gram),Kharif,2010,7800,6300,10.34,6
Punjab,Moong(Green Gram),Kharif,2011,6600,5600,9.84,5.5
Punjab,Moong(Green Gram),Kharif,2012,4800,4200,9.84,5.5
Punjab,Moong(Green Gram),Kharif,2013,4600,3800,10.33,6
Punjab,Moong(Green Gram),Kharif,2014,3700,3100,10.14,5.5
Punjab,Moong(Green Gram),Kharif,2015,6400,4290,9.09,6.5
Punjab,Moong(Green Gram),Kharif,2016,4800,4000,9.63,6
Punjab,Moong(Green Gram),Kharif,2017,3500,3000,8.47,5
Punjab,Moong(Green Gram),Kharif,2018,3200,2700,9.71,5.5
Punjab,Moong(Green Gram),Kharif,2019,2500,2300,7.53,4
Punjab,Moong(Green Gram),Rabi,2017,18000,15500,18.98,11
Punjab,Moong(Green Gram),Rabi,2018,16300,14100,18.77,11
Punjab,Moong(Green Gram),Rabi,2019,21300,19500,19.23,10.5
Punjab,Moong(Green Gram),Whole Year,1997,49300,31700,7.19,6
Punjab,Moth,Kharif,2000,300,300,2,0.78
Punjab,Moth,Kharif,2001,300,300,2,0.78
Punjab,Moth,Kharif,2002,300,200,1.5,0.78
Punjab,Moth,Kharif,2003,600,400,2.5,1.17
Punjab,Moth,Kharif,2004,300,200,2,1.17
Punjab,Moth,Kharif,2005,300,300,3,1.17
Punjab,Moth,Kharif,2006,100,100,1,0.39
Punjab,Other Rabi pulses,Rabi,2000,5900,6300,11.07,8.25
Punjab,Peas & beans (Pulses),Rabi,1998,4300,4100,8.5,12.87
Punjab,Peas & beans (Pulses),Rabi,1999,4300,2800,3.77,8.58
Punjab,Peas & beans (Pulses),Rabi,2005,3400,4000,9.87,12.87
Punjab,Peas & beans (Pulses),Rabi,2006,3100,3600,11.65,15.73
Punjab,Peas & beans (Pulses),Rabi,2008,1900,2300,6.75,8.58
Punjab,Peas & beans (Pulses),Rabi,2009,1600,1800,7.5,10.01
Punjab,Peas & beans (Pulses),Rabi,2010,3200,4100,11.04,12.87
Punjab,Peas & beans (Pulses),Rabi,2011,2800,3500,9.28,11.44
Punjab,Peas & beans (Pulses),Rabi,2012,900,1200,5,5.72
Punjab,Peas & beans (Pulses),Rabi,2013,900,1260,7.25,7.15
Punjab,Peas & beans (Pulses),Rabi,2014,2200,2560,11.55,14.3
Punjab,Peas & beans (Pulses),Rabi,2015,3500,5300,14.75,14.3
Punjab,Peas & beans (Pulses),Rabi,2016,3100,4200,11,11.44
Punjab,Peas & beans (Pulses),Rabi,2017,1900,1900,8.68,10.01
Punjab,Peas & beans (Pulses),Rabi,2018,3400,4400,11.32,12.87
Punjab,Peas & beans (Pulses),Rabi,2019,1800,1600,7.06,10.01
Punjab,Rapeseed &Mustard,Rabi,1997,72000,63000,15.74,14.11
Punjab,Rapeseed &Mustard,Rabi,1998,73000,69000,18.14,14.11
Punjab,Rapeseed &Mustard,Rabi,1999,56000,63000,18.42,14.11
Punjab,Rapeseed &Mustard,Rabi,2001,5000,6500,21.47,14.11
Punjab,Rapeseed &Mustard,Rabi,2002,66000,60000,16.01,14.11
Punjab,Rapeseed &Mustard,Rabi,2003,52000,62000,19.34,14.11
Punjab,Rapeseed &Mustard,Rabi,2004,60000,62000,18.38,14.11
Punjab,Rapeseed &Mustard,Rabi,2005,49000,54000,20.14,14.11
Punjab,Rapeseed &Mustard,Rabi,2006,41000,46000,19.2,14.94
Punjab,Rapeseed &Mustard,Rabi,2007,28000,33000,20.08,14.11
Punjab,Rapeseed &Mustard,Rabi,2008,27000,33000,18.58,13.28
Punjab,Rapeseed &Mustard,Rabi,2009,30000,39000,19,12.45
Punjab,Rapeseed &Mustard,Rabi,2010,31000,41000,21.13,14.11
Punjab,Rapeseed &Mustard,Rabi,2011,29000,37000,17.93,11.62
Punjab,Rapeseed &Mustard,Rabi,2012,32000,41700,23.42,14.94
Punjab,Rapeseed &Mustard,Rabi,2013,32000,41800,21.99,14.11
Punjab,Rapeseed &Mustard,Rabi,2014,31000,38700,23.96,15.77
Punjab,Rapeseed &Mustard,Rabi,2015,31000,41800,22.6,14.11
